sq10007;size=20;
sq10059;size=20;
sq10110;size=19;
sq10129;size=19;
sq10216;size=19;
sq10227;size=19;
sq10234;size=19;
sq10249;size=19;
sq1030;size=554;
sq10324;size=19;
sq10339;size=18;
sq10377;size=18;
sq10388;size=18;
sq1041;size=546;
sq1043;size=546;
sq10444;size=18;
sq10448;size=18;
sq10457;size=18;
sq1046;size=545;
sq104;size=7247;
sq1054;size=541;
sq105;size=7193;
sq10604;size=17;
sq10624;size=17;
sq1062;size=535;
sq1070;size=530;
sq10736;size=17;
sq10742;size=17;
sq10756;size=17;
sq10778;size=17;
sq10788;size=17;
sq10857;size=16;
sq10902;size=16;
sq10939;size=16;
sq10951;size=16;
sq11009;size=16;
sq1102;size=517;
sq11049;size=16;
sq11080;size=15;
sq11119;size=15;
sq11127;size=15;
sq11143;size=15;
sq11179;size=15;
sq11267;size=15;
sq11290;size=15;
sq11295;size=15;
sq11297;size=15;
sq11334;size=15;
sq1134;size=504;
sq11378;size=14;
sq11394;size=14;
sq113;size=6866;
sq114;size=6864;
sq11520;size=14;
sq11537;size=14;
sq1158;size=486;
sq1160;size=485;
sq11655;size=14;
sq11677;size=13;
sq11679;size=13;
sq116;size=6701;
sq11765;size=13;
sq11772;size=13;
sq11817;size=13;
sq11931;size=13;
sq11938;size=13;
sq11978;size=13;
sq11;size=100207;
sq1200;size=468;
sq12036;size=12;
sq12037;size=12;
sq12126;size=12;
sq12166;size=12;
sq12167;size=12;
sq121;size=6579;
sq12227;size=12;
sq12274;size=12;
sq12323;size=12;
sq1232;size=448;
sq12365;size=11;
sq12368;size=11;
sq12377;size=11;
sq12428;size=11;
sq1246;size=443;
sq12520;size=11;
sq12527;size=11;
sq1255;size=441;
sq1258;size=439;
sq12640;size=11;
sq1265;size=438;
sq12662;size=11;
sq1266;size=438;
sq12701;size=11;
sq12727;size=11;
sq12737;size=11;
sq12797;size=10;
sq12799;size=10;
sq127;size=6188;
sq1284;size=429;
sq12869;size=10;
sq12895;size=10;
sq12907;size=10;
sq12966;size=10;
sq12967;size=10;
sq13013;size=10;
sq13041;size=10;
sq1304;size=420;
sq13073;size=10;
sq1311;size=418;
sq13203;size=10;
sq1340;size=407;
sq13415;size=9;
sq13420;size=9;
sq13424;size=9;
sq1342;size=406;
sq13457;size=9;
sq13516;size=9;
sq13541;size=9;
sq13665;size=9;
sq13696;size=9;
sq13722;size=8;
sq13749;size=8;
sq13752;size=8;
sq137;size=5763;
sq1382;size=394;
sq13840;size=8;
sq13868;size=8;
sq1387;size=392;
sq138;size=5760;
sq13910;size=8;
sq13976;size=8;
sq1399;size=389;
sq14015;size=8;
sq14029;size=8;
sq14036;size=8;
sq1404;size=388;
sq14064;size=8;
sq14075;size=8;
sq14118;size=8;
sq1413;size=386;
sq14148;size=8;
sq1414;size=386;
sq14153;size=8;
sq1420;size=384;
sq14231;size=7;
sq14232;size=7;
sq14251;size=7;
sq14259;size=7;
sq14268;size=7;
sq14283;size=7;
sq1436;size=378;
sq1438;size=377;
sq143;size=5641;
sq14455;size=7;
sq14456;size=7;
sq1449;size=374;
sq14529;size=7;
sq1465;size=371;
sq14665;size=7;
sq14689;size=7;
sq14733;size=7;
sq1477;size=368;
sq14792;size=6;
sq1481;size=366;
sq14835;size=6;
sq14854;size=6;
sq1489;size=364;
sq14907;size=6;
sq14969;size=6;
sq149;size=5500;
sq15031;size=6;
sq15059;size=6;
sq15081;size=6;
sq15088;size=6;
sq1512;size=357;
sq15150;size=6;
sq15172;size=6;
sq15180;size=6;
sq15221;size=6;
sq1522;size=355;
sq15230;size=6;
sq15242;size=6;
sq15281;size=6;
sq1530;size=354;
sq15382;size=6;
sq15410;size=5;
sq15429;size=5;
sq1544;size=350;
sq15538;size=5;
sq1556;size=345;
sq15625;size=5;
sq15649;size=5;
sq1570;size=342;
sq1573;size=341;
sq15769;size=5;
sq15810;size=5;
sq15818;size=5;
sq15819;size=5;
sq15821;size=5;
sq1582;size=339;
sq1584;size=339;
sq15870;size=5;
sq15896;size=5;
sq1589;size=338;
sq15903;size=5;
sq15904;size=5;
sq15905;size=5;
sq15923;size=5;
sq1596;size=335;
sq15988;size=5;
sq15999;size=5;
sq1603;size=332;
sq16081;size=4;
sq16151;size=4;
sq1621;size=327;
sq16245;size=4;
sq1624;size=326;
sq16272;size=4;
sq16279;size=4;
sq16280;size=4;
sq1628;size=326;
sq16299;size=4;
sq1629;size=326;
sq1630;size=326;
sq16344;size=4;
sq16347;size=4;
sq16361;size=4;
sq16395;size=4;
sq16406;size=4;
sq16410;size=4;
sq16422;size=4;
sq16445;size=4;
sq1649;size=321;
sq16511;size=4;
sq16512;size=4;
sq16541;size=4;
sq16548;size=4;
sq16549;size=4;
sq16659;size=4;
sq16676;size=4;
sq1669;size=316;
sq16712;size=4;
sq16744;size=4;
sq16750;size=4;
sq16771;size=3;
sq16773;size=3;
sq1678;size=314;
sq16822;size=3;
sq16842;size=3;
sq16904;size=3;
sq16948;size=3;
sq1694;size=310;
sq16952;size=3;
sq16971;size=3;
sq16995;size=3;
sq17027;size=3;
sq1705;size=309;
sq17069;size=3;
sq17070;size=3;
sq1709;size=307;
sq17101;size=3;
sq17114;size=3;
sq17132;size=3;
sq17142;size=3;
sq1721;size=305;
sq17242;size=3;
sq17318;size=3;
sq1735;size=303;
sq1742;size=300;
sq17445;size=2;
sq17553;size=2;
sq1755;size=299;
sq1758;size=298;
sq17591;size=2;
sq17621;size=2;
sq17623;size=2;
sq17626;size=2;
sq17632;size=2;
sq17654;size=2;
sq17661;size=2;
sq17662;size=2;
sq1768;size=297;
sq17701;size=2;
sq17733;size=2;
sq17738;size=2;
sq1773;size=296;
sq17770;size=2;
sq1777;size=296;
sq1780;size=295;
sq17839;size=2;
sq1783;size=295;
sq17845;size=2;
sq17894;size=2;
sq1800;size=292;
sq1805;size=291;
sq1814;size=288;
sq181;size=4350;
sq182;size=4336;
sq1834;size=284;
sq1835;size=284;
sq1839;size=284;
sq1886;size=277;
sq1896;size=275;
sq1900;size=274;
sq1921;size=270;
sq1925;size=270;
sq1931;size=269;
sq1933;size=269;
sq1949;size=266;
sq194;size=4136;
sq1952;size=265;
sq1986;size=259;
sq2005;size=257;
sq2011;size=256;
sq2015;size=254;
sq2029;size=252;
sq2052;size=249;
sq2055;size=248;
sq2062;size=247;
sq2083;size=243;
sq208;size=3927;
sq2093;size=242;
sq2097;size=241;
sq2098;size=241;
sq211;size=3907;
sq2135;size=237;
sq2136;size=236;
sq2141;size=236;
sq2149;size=236;
sq216;size=3685;
sq217;size=3650;
sq2182;size=231;
sq2191;size=230;
sq2193;size=230;
sq21;size=46926;
sq2205;size=228;
sq2217;size=227;
sq2234;size=226;
sq2237;size=225;
sq223;size=3431;
sq2244;size=225;
sq2248;size=224;
sq2252;size=224;
sq2256;size=224;
sq2261;size=223;
sq2266;size=223;
sq2267;size=223;
sq2270;size=222;
sq2281;size=221;
sq2283;size=221;
sq2284;size=221;
sq2293;size=220;
sq2303;size=218;
sq2312;size=218;
sq231;size=3330;
sq2333;size=215;
sq2335;size=215;
sq2348;size=214;
sq2351;size=213;
sq2371;size=212;
sq2372;size=212;
sq2389;size=210;
sq2421;size=207;
sq2452;size=204;
sq2493;size=199;
sq2500;size=198;
sq2507;size=197;
sq2511;size=197;
sq2521;size=196;
sq2522;size=196;
sq2528;size=195;
sq2536;size=194;
sq2546;size=193;
sq254;size=2962;
sq255;size=2953;
sq2595;size=188;
sq2610;size=187;
sq2642;size=184;
sq2662;size=182;
sq2663;size=182;
sq2669;size=182;
sq266;size=2720;
sq2690;size=179;
sq2700;size=178;
sq2701;size=178;
sq2708;size=178;
sq2710;size=178;
sq2713;size=177;
sq2715;size=177;
sq2720;size=177;
sq2723;size=177;
sq273;size=2636;
sq2753;size=174;
sq2754;size=174;
sq2758;size=174;
sq2760;size=174;
sq2785;size=172;
sq2803;size=170;
sq2804;size=170;
sq280;size=2568;
sq2815;size=169;
sq2819;size=168;
sq2835;size=168;
sq2842;size=167;
sq2848;size=167;
sq2852;size=166;
sq2859;size=166;
sq2869;size=165;
sq2880;size=164;
sq2893;size=163;
sq290;size=2475;
sq2922;size=161;
sq292;size=2470;
sq2932;size=161;
sq2949;size=160;
sq2951;size=160;
sq295;size=2447;
sq2966;size=159;
sq2985;size=158;
sq2987;size=158;
sq2989;size=157;
sq2997;size=157;
sq2;size=285743;
sq3004;size=156;
sq3012;size=156;
sq3014;size=156;
sq3037;size=155;
sq3045;size=154;
sq3050;size=154;
sq3051;size=154;
sq3064;size=153;
sq3082;size=151;
sq3112;size=149;
sq3115;size=149;
sq3119;size=149;
sq3132;size=148;
sq3168;size=145;
sq3186;size=144;
sq3199;size=143;
sq31;size=27207;
sq322;size=2230;
sq3242;size=140;
sq3254;size=139;
sq3263;size=138;
sq326;size=2207;
sq3281;size=137;
sq3296;size=136;
sq3299;size=136;
sq3305;size=136;
sq3309;size=136;
sq3331;size=134;
sq3351;size=133;
sq3354;size=133;
sq3358;size=133;
sq3379;size=131;
sq3383;size=130;
sq3388;size=130;
sq3397;size=130;
sq3406;size=129;
sq3414;size=129;
sq3418;size=129;
sq3429;size=128;
sq3430;size=128;
sq343;size=2108;
sq3446;size=127;
sq3451;size=127;
sq3464;size=126;
sq3482;size=125;
sq3484;size=125;
sq3487;size=125;
sq3505;size=124;
sq3516;size=123;
sq3525;size=123;
sq3530;size=123;
sq3532;size=123;
sq3546;size=122;
sq3549;size=122;
sq3550;size=122;
sq3560;size=121;
sq3578;size=121;
sq3649;size=117;
sq364;size=1945;
sq3654;size=117;
sq3657;size=116;
sq365;size=1938;
sq3664;size=116;
sq3670;size=116;
sq3689;size=115;
sq3721;size=114;
sq3742;size=113;
sq3756;size=112;
sq3768;size=111;
sq3785;size=111;
sq378;size=1790;
sq3790;size=110;
sq3796;size=110;
sq3803;size=110;
sq3805;size=110;
sq3807;size=110;
sq380;size=1776;
sq3810;size=110;
sq3815;size=110;
sq3821;size=109;
sq3824;size=109;
sq384;size=1767;
sq3909;size=106;
sq3950;size=104;
sq3988;size=103;
sq3995;size=103;
sq39;size=23151;
sq4005;size=102;
sq4022;size=102;
sq4027;size=102;
sq4033;size=102;
sq4034;size=102;
sq4056;size=101;
sq4069;size=101;
sq4079;size=100;
sq4099;size=100;
sq40;size=22557;
sq4131;size=99;
sq4134;size=99;
sq4139;size=98;
sq4185;size=97;
sq4189;size=97;
sq423;size=1591;
sq4276;size=94;
sq42;size=20543;
sq4309;size=92;
sq4318;size=92;
sq4336;size=92;
sq4338;size=92;
sq4340;size=91;
sq4358;size=91;
sq4364;size=91;
sq4376;size=90;
sq4427;size=89;
sq4446;size=88;
sq4456;size=88;
sq4473;size=87;
sq44;size=19260;
sq4533;size=85;
sq4534;size=85;
sq4544;size=85;
sq4564;size=85;
sq4566;size=85;
sq4568;size=85;
sq4580;size=84;
sq4587;size=84;
sq4590;size=84;
sq4594;size=83;
sq459;size=1464;
sq4611;size=83;
sq4628;size=82;
sq4645;size=82;
sq4648;size=82;
sq4694;size=81;
sq46;size=19000;
sq4700;size=81;
sq4701;size=81;
sq470;size=1415;
sq4721;size=80;
sq4722;size=80;
sq4741;size=80;
sq4749;size=80;
sq4750;size=80;
sq4756;size=80;
sq4764;size=79;
sq4771;size=79;
sq4777;size=79;
sq486;size=1377;
sq4877;size=77;
sq4886;size=77;
sq4893;size=76;
sq48;size=17473;
sq4911;size=76;
sq4914;size=76;
sq4918;size=76;
sq4934;size=75;
sq4948;size=75;
sq4957;size=75;
sq4963;size=75;
sq4966;size=75;
sq4971;size=74;
sq5000;size=74;
sq5002;size=74;
sq5013;size=74;
sq5016;size=73;
sq5019;size=73;
sq501;size=1339;
sq5032;size=73;
sq5034;size=73;
sq5046;size=73;
sq5056;size=73;
sq5061;size=72;
sq5071;size=72;
sq5085;size=72;
sq5094;size=72;
sq5109;size=72;
sq5135;size=71;
sq5138;size=71;
sq5154;size=71;
sq5166;size=71;
sq5171;size=70;
sq518;size=1283;
sq519;size=1280;
sq5205;size=69;
sq5239;size=69;
sq524;size=1261;
sq5265;size=68;
sq526;size=1260;
sq5270;size=68;
sq5271;size=68;
sq5289;size=68;
sq5299;size=68;
sq5307;size=67;
sq5309;size=67;
sq5317;size=67;
sq5331;size=67;
sq5347;size=67;
sq5353;size=67;
sq5355;size=67;
sq5357;size=67;
sq5364;size=66;
sq5368;size=66;
sq5407;size=66;
sq5414;size=65;
sq5418;size=65;
sq5423;size=65;
sq5428;size=65;
sq543;size=1197;
sq5463;size=64;
sq5473;size=64;
sq551;size=1169;
sq5520;size=63;
sq5541;size=63;
sq556;size=1158;
sq5581;size=62;
sq5609;size=62;
sq5618;size=62;
sq5624;size=62;
sq5630;size=62;
sq5641;size=61;
sq5653;size=61;
sq5656;size=61;
sq5661;size=61;
sq5673;size=61;
sq5694;size=61;
sq5711;size=60;
sq5712;size=60;
sq5729;size=60;
sq5763;size=59;
sq5764;size=59;
sq579;size=1100;
sq5872;size=58;
sq587;size=1085;
sq5889;size=58;
sq5894;size=57;
sq590;size=1083;
sq5932;size=57;
sq5970;size=56;
sq5979;size=56;
sq5983;size=56;
sq5995;size=56;
sq6023;size=56;
sq6033;size=55;
sq604;size=1057;
sq6066;size=55;
sq6125;size=54;
sq6126;size=54;
sq612;size=1042;
sq6153;size=53;
sq6183;size=53;
sq6207;size=53;
sq6209;size=53;
sq6272;size=52;
sq6282;size=52;
sq6323;size=51;
sq633;size=991;
sq6345;size=51;
sq6368;size=51;
sq6376;size=51;
sq6389;size=50;
sq6405;size=50;
sq6428;size=50;
sq6437;size=50;
sq6438;size=50;
sq6453;size=50;
sq6467;size=50;
sq6469;size=50;
sq64;size=12871;
sq6525;size=49;
sq6531;size=49;
sq6533;size=49;
sq6558;size=48;
sq6571;size=48;
sq6587;size=48;
sq6616;size=48;
sq6624;size=48;
sq6629;size=48;
sq6633;size=47;
sq6635;size=47;
sq663;size=942;
sq6644;size=47;
sq6661;size=47;
sq6662;size=47;
sq6666;size=47;
sq6684;size=47;
sq6687;size=47;
sq6691;size=47;
sq6721;size=46;
sq6766;size=46;
sq676;size=928;
sq6795;size=46;
sq6807;size=45;
sq6808;size=45;
sq6825;size=45;
sq684;size=919;
sq6859;size=45;
sq6868;size=45;
sq6870;size=45;
sq6873;size=45;
sq6893;size=44;
sq6907;size=44;
sq6909;size=44;
sq6920;size=44;
sq6933;size=44;
sq6934;size=44;
sq6967;size=44;
sq6968;size=44;
sq6984;size=43;
sq6989;size=43;
sq6;size=158932;
sq7001;size=43;
sq7008;size=43;
sq7052;size=43;
sq7062;size=43;
sq7064;size=43;
sq707;size=875;
sq7086;size=43;
sq7088;size=42;
sq709;size=871;
sq7101;size=42;
sq7116;size=42;
sq7120;size=42;
sq7121;size=42;
sq7128;size=42;
sq715;size=864;
sq7192;size=41;
sq7196;size=41;
sq7197;size=41;
sq719;size=862;
sq7208;size=41;
sq7217;size=41;
sq7239;size=41;
sq724;size=854;
sq7251;size=41;
sq7263;size=41;
sq7266;size=40;
sq7336;size=40;
sq7344;size=40;
sq7346;size=40;
sq7347;size=40;
sq7348;size=40;
sq7350;size=39;
sq7374;size=39;
sq7375;size=39;
sq7394;size=39;
sq7411;size=39;
sq7415;size=39;
sq7447;size=38;
sq746;size=821;
sq751;size=817;
sq7531;size=37;
sq7546;size=37;
sq7616;size=37;
sq7627;size=37;
sq7637;size=36;
sq7639;size=36;
sq7661;size=36;
sq7699;size=36;
sq7725;size=36;
sq7729;size=36;
sq7735;size=35;
sq7806;size=35;
sq7834;size=35;
sq7839;size=34;
sq783;size=771;
sq7841;size=34;
sq7895;size=34;
sq7905;size=34;
sq7913;size=34;
sq7930;size=34;
sq7941;size=33;
sq7945;size=33;
sq796;size=759;
sq798;size=756;
sq7;size=146465;
sq8010;size=33;
sq8016;size=33;
sq8054;size=33;
sq8068;size=32;
sq8069;size=32;
sq8087;size=32;
sq8149;size=32;
sq8150;size=32;
sq8164;size=32;
sq8177;size=32;
sq817;size=736;
sq8192;size=31;
sq8194;size=31;
sq8251;size=31;
sq8254;size=31;
sq8283;size=31;
sq8309;size=30;
sq8310;size=30;
sq8324;size=30;
sq8353;size=30;
sq8355;size=30;
sq8388;size=30;
sq8389;size=30;
sq838;size=714;
sq841;size=712;
sq8461;size=29;
sq8481;size=29;
sq8499;size=29;
sq8540;size=28;
sq8544;size=28;
sq8545;size=28;
sq8548;size=28;
sq8551;size=28;
sq8580;size=28;
sq8583;size=28;
sq8599;size=28;
sq85;size=9498;
sq8604;size=28;
sq8629;size=28;
sq8668;size=28;
sq867;size=692;
sq874;size=686;
sq8760;size=27;
sq876;size=682;
sq8797;size=27;
sq879;size=678;
sq881;size=676;
sq8845;size=26;
sq8861;size=26;
sq8874;size=26;
sq8897;size=26;
sq88;size=8485;
sq8900;size=26;
sq8904;size=26;
sq8928;size=26;
sq8944;size=26;
sq8;size=140081;
sq9002;size=26;
sq9040;size=25;
sq9088;size=25;
sq908;size=654;
sq912;size=650;
sq9163;size=25;
sq9168;size=24;
sq9224;size=24;
sq9235;size=24;
sq9267;size=24;
sq926;size=637;
sq9319;size=24;
sq9332;size=24;
sq9337;size=23;
sq9358;size=23;
sq936;size=631;
sq9375;size=23;
sq9396;size=23;
sq9416;size=23;
sq9437;size=23;
sq9443;size=23;
sq9455;size=23;
sq9469;size=23;
sq9485;size=23;
sq955;size=615;
sq9603;size=22;
sq9636;size=22;
sq9662;size=22;
sq9719;size=21;
sq9720;size=21;
sq9786;size=21;
sq9803;size=21;
sq9827;size=21;
sq9857;size=21;
sq986;size=593;
sq9888;size=20;
sq9891;size=20;
sq9909;size=20;
sq9995;size=20;
sq999;size=579;
sq9;size=129148;
